"module","rva","ghidra_name","size","kind","confidence","subsystem","new_name","notes"
"SC3U.exe","0x0045d6bd","thunk_FUN_0045e9b7","5","thunk","thunk","","",""
"SC3U.exe","0x0045d6c2","thunk_FUN_0045ea06","5","thunk","thunk","","",""
"SC3U.exe","0x0045d6c7","FUN_0045d6c7","181","fun","C0","","",""
"SC3U.exe","0x0045d780","FUN_0045d780","146","fun","C0","","",""
"SC3U.exe","0x0045d812","FUN_0045d812","121","fun","C0","","",""
"SC3U.exe","0x0045d88b","FUN_0045d88b","114","fun","C0","","",""
"SC3U.exe","0x0045d907","FUN_0045d907","113","fun","C0","","",""
"SC3U.exe","0x0045d978","FUN_0045d978","10","fun","C0","","",""
"SC3U.exe","0x0045d982","FUN_0045d982","44","fun","C0","","",""
"SC3U.exe","0x0045da30","FUN_0045da30","270","fun","C0","","",""
"SC3U.exe","0x0045db3e","FUN_0045db3e","13","fun","C0","","",""
"SC3U.exe","0x0045db4b","FUN_0045db4b","13","fun","C0","","",""
"SC3U.exe","0x0045db58","FUN_0045db58","53","fun","C0","","",""
"SC3U.exe","0x0045db8d","FUN_0045db8d","131","fun","C0","","",""
"SC3U.exe","0x0045dc10","FUN_0045dc10","268","fun","C0","","",""
"SC3U.exe","0x0045dd1c","FUN_0045dd1c","154","fun","C0","","",""
"SC3U.exe","0x0045ddb6","FUN_0045ddb6","183","fun","C0","","",""
"SC3U.exe","0x0045de6d","FUN_0045de6d","154","fun","C0","","",""
"SC3U.exe","0x0045df07","FUN_0045df07","183","fun","C0","","",""
"SC3U.exe","0x0045dfbe","FUN_0045dfbe","154","fun","C0","","",""
"SC3U.exe","0x0045e058","FUN_0045e058","28","fun","C0","","",""
"SC3U.exe","0x0045e074","FUN_0045e074","28","fun","C0","","",""
"SC3U.exe","0x0045e090","FUN_0045e090","28","fun","C0","","",""
"SC3U.exe","0x0045e0ac","FUN_0045e0ac","28","fun","C0","","",""
"SC3U.exe","0x0045e0c8","FUN_0045e0c8","28","fun","C0","","",""
"SC3U.exe","0x0045e0e4","FUN_0045e0e4","28","fun","C0","","",""
"SC3U.exe","0x0045e100","FUN_0045e100","28","fun","C0","","",""
"SC3U.exe","0x0045e11c","FUN_0045e11c","28","fun","C0","","",""
"SC3U.exe","0x0045e138","FUN_0045e138","11","fun","C0","","",""
"SC3U.exe","0x0045e143","FUN_0045e143","39","fun","C0","","",""
"SC3U.exe","0x0045e172","FUN_0045e172","113","fun","C0","","",""
"SC3U.exe","0x0045e1e3","FUN_0045e1e3","19","fun","C0","","",""
"SC3U.exe","0x0045e1f6","~exception","6","thunk","thunk","","",""
"SC3U.exe","0x0045e215","FUN_0045e215","25","fun","C0","","",""
"SC3U.exe","0x0045e22e","FUN_0045e22e","28","fun","C0","","",""
"SC3U.exe","0x0045e24a","FUN_0045e24a","28","fun","C0","","",""
"SC3U.exe","0x0045e266","~exception","6","thunk","thunk","","",""
"SC3U.exe","0x0045e2e4","FUN_0045e2e4","113","fun","C0","","",""
"SC3U.exe","0x0045e36c","FUN_0045e36c","64","fun","C0","","",""
"SC3U.exe","0x0045e42b","FUN_0045e42b","120","fun","C0","","",""
"SC3U.exe","0x0045e4a3","FUN_0045e4a3","126","fun","C0","","",""
"SC3U.exe","0x0045e521","FUN_0045e521","60","fun","C0","","",""
"SC3U.exe","0x0045e55d","FUN_0045e55d","306","fun","C0","","",""
"SC3U.exe","0x0045e68f","FUN_0045e68f","35","fun","C0","","",""
"SC3U.exe","0x0045e6b2","FUN_0045e6b2","400","fun","C0","","",""
"SC3U.exe","0x0045e842","FUN_0045e842","48","fun","C0","","",""
"SC3U.exe","0x0045e872","FUN_0045e872","180","fun","C0","","",""
"SC3U.exe","0x0045e926","FUN_0045e926","44","fun","C0","","",""
"SC3U.exe","0x0045e952","FUN_0045e952","11","fun","C0","","",""
"SC3U.exe","0x0045e95d","FUN_0045e95d","47","fun","C0","","",""
"SC3U.exe","0x0045e98c","thunk_FUN_0045eb1d","5","thunk","thunk","","",""
"SC3U.exe","0x0045e991","FUN_0045e991","13","fun","C0","","",""
"SC3U.exe","0x0045e99e","FUN_0045e99e","25","fun","C0","","",""
"SC3U.exe","0x0045e9b7","FUN_0045e9b7","54","fun","C0","","",""
"SC3U.exe","0x0045e9ed","FUN_0045e9ed","25","fun","C0","","",""
"SC3U.exe","0x0045ea06","FUN_0045ea06","54","fun","C0","","",""
"SC3U.exe","0x0045ea3c","FUN_0045ea3c","44","fun","C0","","",""
"SC3U.exe","0x0045ea68","FUN_0045ea68","11","fun","C0","","",""
"SC3U.exe","0x0045ea73","FUN_0045ea73","47","fun","C0","","",""
"SC3U.exe","0x0045eaa2","thunk_FUN_0045ec99","5","thunk","thunk","","",""
"SC3U.exe","0x0045eaa7","FUN_0045eaa7","13","fun","C0","","",""
"SC3U.exe","0x0045eab4","FUN_0045eab4","12","fun","C0","","",""
"SC3U.exe","0x0045eac0","FUN_0045eac0","41","fun","C0","","",""
"SC3U.exe","0x0045eae9","FUN_0045eae9","12","fun","C0","","",""
"SC3U.exe","0x0045eaf5","FUN_0045eaf5","40","fun","C0","","",""
"SC3U.exe","0x0045eb1d","FUN_0045eb1d","21","fun","C0","","",""
"SC3U.exe","0x0045eb32","FUN_0045eb32","54","fun","C0","","",""
"SC3U.exe","0x0045eb68","FUN_0045eb68","40","fun","C0","","",""
"SC3U.exe","0x0045eb90","FUN_0045eb90","11","fun","C0","","",""
"SC3U.exe","0x0045eb9b","FUN_0045eb9b","40","fun","C0","","",""
"SC3U.exe","0x0045ebc3","FUN_0045ebc3","14","fun","C0","","",""
"SC3U.exe","0x0045ebd1","FUN_0045ebd1","41","fun","C0","","",""
"SC3U.exe","0x0045ebfa","FUN_0045ebfa","12","fun","C0","","",""
"SC3U.exe","0x0045ec06","FUN_0045ec06","54","fun","C0","","",""
"SC3U.exe","0x0045ec3c","FUN_0045ec3c","41","fun","C0","","",""
"SC3U.exe","0x0045ec65","FUN_0045ec65","12","fun","C0","","",""
"SC3U.exe","0x0045ec71","FUN_0045ec71","40","fun","C0","","",""
"SC3U.exe","0x0045ec99","FUN_0045ec99","21","fun","C0","","",""
"SC3U.exe","0x0045ecae","FUN_0045ecae","68","fun","C0","","",""
"SC3U.exe","0x0045ecf2","Catch@0045ecf2","21","lib","lib","","",""
"SC3U.exe","0x0045ed07","FUN_0045ed07","68","fun","C0","","",""
"SC3U.exe","0x0045ed4b","Catch@0045ed4b","21","lib","lib","","",""
"SC3U.exe","0x0045ed60","FUN_0045ed60","11","fun","C0","","",""
"SC3U.exe","0x0045ed6b","FUN_0045ed6b","54","fun","C0","","",""
"SC3U.exe","0x0045eda1","FUN_0045eda1","46","fun","C0","","",""
"SC3U.exe","0x0045edcf","FUN_0045edcf","63","fun","C0","","",""
"SC3U.exe","0x0045ee0e","FUN_0045ee0e","46","fun","C0","","",""
"SC3U.exe","0x0045ee3c","FUN_0045ee3c","139","fun","C0","","",""
"SC3U.exe","0x0045eec7","FUN_0045eec7","79","fun","C0","","",""
"SC3U.exe","0x0045ef16","FUN_0045ef16","54","fun","C0","","",""
"SC3U.exe","0x0045ef4c","FUN_0045ef4c","54","fun","C0","","",""
"SC3U.exe","0x0045ef82","FUN_0045ef82","54","fun","C0","","",""
"SC3U.exe","0x0045efb8","FUN_0045efb8","16","fun","C0","","",""
"SC3U.exe","0x0045efc8","FUN_0045efc8","16","fun","C0","","",""
"SC3U.exe","0x0045efd8","FUN_0045efd8","53","fun","C0","","",""
"SC3U.exe","0x0045f00d","FUN_0045f00d","53","fun","C0","","",""
"SC3U.exe","0x0045f042","FUN_0045f042","27","fun","C0","","",""
"SC3U.exe","0x0045f05d","FUN_0045f05d","27","fun","C0","","",""
"SC3U.exe","0x0045f078","FUN_0045f078","130","fun","C0","","",""
"SC3U.exe","0x0045f0fa","FUN_0045f0fa","130","fun","C0","","",""
"SC3U.exe","0x0045f17c","FUN_0045f17c","35","fun","C0","","",""
"SC3U.exe","0x0045f19f","FUN_0045f19f","35","fun","C0","","",""
"SC3U.exe","0x0045f1c2","FUN_0045f1c2","68","fun","C0","","",""
"SC3U.exe","0x0045f206","Catch@0045f206","21","lib","lib","","",""
"SC3U.exe","0x0045f21b","FUN_0045f21b","68","fun","C0","","",""
"SC3U.exe","0x0045f25f","Catch@0045f25f","21","lib","lib","","",""
"SC3U.exe","0x0045f274","FUN_0045f274","59","fun","C0","","",""
"SC3U.exe","0x0045f2af","FUN_0045f2af","59","fun","C0","","",""
"SC3U.exe","0x0045f2f1","FUN_0045f2f1","43","fun","C0","","",""
"SC3U.exe","0x0045f31c","FUN_0045f31c","93","fun","C0","","",""
"SC3U.exe","0x0045f37f","FUN_0045f37f","22","fun","C0","","",""
"SC3U.exe","0x0045f395","FUN_0045f395","28","fun","C0","","",""
"SC3U.exe","0x0045f3b1","thunk_FUN_00470966","5","thunk","thunk","","",""
"SC3U.exe","0x0045f3c0","FUN_0045f3c0","989","fun","C0","","",""
"SC3U.exe","0x0045f79d","FUN_0045f79d","140","fun","C0","","",""
"SC3U.exe","0x0045f829","FUN_0045f829","144","fun","C0","","",""
"SC3U.exe","0x0045f8b9","FUN_0045f8b9","83","fun","C0","","",""
"SC3U.exe","0x0045f90c","FUN_0045f90c","32","fun","C0","","",""
"SC3U.exe","0x0045f92c","FUN_0045f92c","104","fun","C0","","",""
"SC3U.exe","0x0045f994","FUN_0045f994","319","fun","C2","S15-ui","sc3_debug_window_create","RegisterClassA('cGZDebugStreamW95' 0x4f7748, wndproc FUN_00460913) + CreateWindowExA('Gonzo Debug Window' 0x4f7734, style = (-(this+0x89!=0)&0x10000000)|0xef0000) -> param_1[0x23]; child edit window ->param_1[0x24]; SystemParametersInfoA(0x30); confirms LAUNCH_CONTROL §7b"
"SC3U.exe","0x0045fad3","FUN_0045fad3","68","fun","C0","","",""
"SC3U.exe","0x0045fb17","FUN_0045fb17","180","fun","C0","","",""
"SC3U.exe","0x0045fbcb","FUN_0045fbcb","52","fun","C0","","",""
"SC3U.exe","0x0045fbff","FUN_0045fbff","51","fun","C0","","",""
"SC3U.exe","0x0045fc32","FUN_0045fc32","162","fun","C0","","",""
"SC3U.exe","0x0045fcd4","FUN_0045fcd4","345","fun","C0","","",""
"SC3U.exe","0x0045fe2d","FUN_0045fe2d","181","fun","C0","","",""
"SC3U.exe","0x0045fee2","FUN_0045fee2","836","fun","C0","","",""
"SC3U.exe","0x00460226","FUN_00460226","329","fun","C0","","",""
"SC3U.exe","0x0046036f","FUN_0046036f","752","fun","C0","","",""
"SC3U.exe","0x0046065f","Catch@0046065f","132","lib","lib","","",""
"SC3U.exe","0x004606ee","FUN_004606ee","46","fun","C0","","",""
"SC3U.exe","0x004607b5","Catch@004607b5","117","lib","lib","","",""
"SC3U.exe","0x00460835","FUN_00460835","325","fun","C0","","",""
"SC3U.exe","0x00460913","FUN_00460913","191","fun","C0","","",""
"SC3U.exe","0x004609d2","FUN_004609d2","6","fun","C0","","",""
"SC3U.exe","0x004609d8","FUN_004609d8","45","fun","C0","","",""
"SC3U.exe","0x00460a05","FUN_00460a05","29","fun","C0","","",""
"SC3U.exe","0x00460a22","FUN_00460a22","38","fun","C0","","",""
"SC3U.exe","0x00460a48","FUN_00460a48","51","fun","C0","","",""
"SC3U.exe","0x00460a7b","FUN_00460a7b","53","fun","C0","","",""
"SC3U.exe","0x00460ab0","FUN_00460ab0","58","fun","C0","","",""
"SC3U.exe","0x00460aea","FUN_00460aea","4","fun","C0","","",""
"SC3U.exe","0x00460aee","FUN_00460aee","71","fun","C0","","",""
"SC3U.exe","0x00460b35","FUN_00460b35","145","fun","C0","","",""
"SC3U.exe","0x00460bcd","FUN_00460bcd","82","fun","C0","","",""
"SC3U.exe","0x00460c1f","FUN_00460c1f","85","fun","C0","","",""
"SC3U.exe","0x00460c74","FUN_00460c74","198","fun","C0","","",""
"SC3U.exe","0x00460d3a","Catch@00460d3a","23","lib","lib","","",""
"SC3U.exe","0x00460d51","FUN_00460d51","57","fun","C0","","",""
"SC3U.exe","0x00460d8a","FUN_00460d8a","61","fun","C0","","",""
"SC3U.exe","0x00460dc7","FUN_00460dc7","12","fun","C0","","",""
"SC3U.exe","0x00460dd3","FUN_00460dd3","19","fun","C0","","",""
"SC3U.exe","0x00460de6","FUN_00460de6","362","fun","C0","","",""
"SC3U.exe","0x00460f50","FUN_00460f50","36","fun","C0","","",""
"SC3U.exe","0x0046100c","FUN_0046100c","132","fun","C0","","",""
"SC3U.exe","0x004610b5","FUN_004610b5","53","fun","C0","","",""
"SC3U.exe","0x004610ea","FUN_004610ea","19","fun","C0","","",""
"SC3U.exe","0x004610fd","FUN_004610fd","111","fun","C0","","",""
"SC3U.exe","0x00461187","FUN_00461187","28","fun","C0","","",""
"SC3U.exe","0x004611a3","FUN_004611a3","72","fun","C0","","",""
"SC3U.exe","0x004611eb","FUN_004611eb","141","fun","C0","","",""
"SC3U.exe","0x0046128c","FUN_0046128c","32","fun","C0","","",""
"SC3U.exe","0x004612ac","thunk_FUN_00461455","5","thunk","thunk","","",""
"SC3U.exe","0x0046135a","FUN_0046135a","126","fun","C0","","",""
"SC3U.exe","0x00461455","FUN_00461455","54","fun","C0","","",""
"SC3U.exe","0x0046148b","FUN_0046148b","54","fun","C0","","",""
"SC3U.exe","0x004614c1","FUN_004614c1","41","fun","C0","","",""
"SC3U.exe","0x004614ea","FUN_004614ea","12","fun","C0","","",""
"SC3U.exe","0x004614f6","FUN_004614f6","41","fun","C0","","",""
"SC3U.exe","0x0046151f","FUN_0046151f","12","fun","C0","","",""
"SC3U.exe","0x0046152b","FUN_0046152b","48","fun","C0","","",""
"SC3U.exe","0x0046155b","FUN_0046155b","46","fun","C0","","",""
"SC3U.exe","0x00461589","FUN_00461589","27","fun","C0","","",""
"SC3U.exe","0x004615a4","FUN_004615a4","23","fun","C0","","",""
"SC3U.exe","0x00461623","FUN_00461623","14","fun","C0","","",""
"SC3U.exe","0x00461631","FUN_00461631","28","fun","C0","","",""
"SC3U.exe","0x0046164d","FUN_0046164d","43","fun","C0","","",""
"SC3U.exe","0x00461678","FUN_00461678","25","fun","C0","","",""
"SC3U.exe","0x00461697","FUN_00461697","28","fun","C0","","",""
"SC3U.exe","0x004616b3","FUN_004616b3","18","fun","C0","","",""
"SC3U.exe","0x004616ef","FUN_004616ef","38","fun","C0","","",""
"SC3U.exe","0x00461715","FUN_00461715","140","fun","C0","","",""
"SC3U.exe","0x004617a1","FUN_004617a1","206","fun","C0","","",""
"SC3U.exe","0x0046186f","FUN_0046186f","131","fun","C0","","",""
"SC3U.exe","0x004618f2","FUN_004618f2","41","fun","C0","","",""
"SC3U.exe","0x0046191b","FUN_0046191b","60","fun","C0","","",""
"SC3U.exe","0x00461957","FUN_00461957","28","fun","C0","","",""
"SC3U.exe","0x00461973","FUN_00461973","57","fun","C0","","",""
"SC3U.exe","0x004619ac","thunk_FUN_0046319e","5","thunk","thunk","","",""
"SC3U.exe","0x00461a33","FUN_00461a33","227","fun","C0","","",""
"SC3U.exe","0x00461b16","FUN_00461b16","7","fun","C0","","",""
"SC3U.exe","0x00461b1d","FUN_00461b1d","70","fun","C0","","",""
"SC3U.exe","0x00461c1c","FUN_00461c1c","57","fun","C0","","",""
"SC3U.exe","0x00461c74","FUN_00461c74","62","fun","C0","","",""
"SC3U.exe","0x00461d6f","FUN_00461d6f","7","fun","C0","","",""
"SC3U.exe","0x00461d76","FUN_00461d76","31","fun","C0","","",""
"SC3U.exe","0x00461d95","FUN_00461d95","33","fun","C0","","",""
"SC3U.exe","0x00461dc8","FUN_00461dc8","134","fun","C0","","",""
"SC3U.exe","0x00461e4e","FUN_00461e4e","138","fun","C0","","",""
"SC3U.exe","0x00461ed8","FUN_00461ed8","135","fun","C0","","",""
"SC3U.exe","0x00461f5f","FUN_00461f5f","79","fun","C0","","",""
"SC3U.exe","0x00461fc0","FUN_00461fc0","145","fun","C0","","",""
"SC3U.exe","0x00462051","FUN_00462051","45","fun","C0","","",""
"SC3U.exe","0x0046207e","FUN_0046207e","112","fun","C0","","",""
"SC3U.exe","0x004620ee","FUN_004620ee","112","fun","C0","","",""
"SC3U.exe","0x0046215e","FUN_0046215e","110","fun","C0","","",""
"SC3U.exe","0x004621cc","FUN_004621cc","110","fun","C0","","",""
"SC3U.exe","0x0046223a","FUN_0046223a","113","fun","C0","","",""
"SC3U.exe","0x004622ab","FUN_004622ab","115","fun","C0","","",""
"SC3U.exe","0x0046231e","FUN_0046231e","114","fun","C0","","",""
"SC3U.exe","0x00462390","FUN_00462390","49","fun","C0","","",""
"SC3U.exe","0x004623c1","FUN_004623c1","28","fun","C0","","",""
"SC3U.exe","0x004623dd","FUN_004623dd","240","fun","C0","","",""
"SC3U.exe","0x00462535","FUN_00462535","285","fun","C0","","",""
"SC3U.exe","0x00462652","FUN_00462652","38","fun","C0","","",""
"SC3U.exe","0x00462678","FUN_00462678","31","fun","C0","","",""
"SC3U.exe","0x00462697","FUN_00462697","19","fun","C0","","",""
"SC3U.exe","0x004626aa","FUN_004626aa","85","fun","C0","","",""
"SC3U.exe","0x004626ff","FUN_004626ff","338","fun","C0","","",""
"SC3U.exe","0x00462851","FUN_00462851","29","fun","C0","","",""
"SC3U.exe","0x0046286e","FUN_0046286e","28","fun","C0","","",""
"SC3U.exe","0x004628cc","FUN_004628cc","472","fun","C0","","",""
"SC3U.exe","0x00462ac4","FUN_00462ac4","76","fun","C0","","",""
"SC3U.exe","0x00462b10","FUN_00462b10","71","fun","C0","","",""
"SC3U.exe","0x00462b57","FUN_00462b57","111","fun","C0","","",""
"SC3U.exe","0x00462bc6","FUN_00462bc6","46","fun","C0","","",""
"SC3U.exe","0x00462bf4","FUN_00462bf4","64","fun","C0","","",""
"SC3U.exe","0x00462c34","FUN_00462c34","46","fun","C0","","",""
"SC3U.exe","0x00462c62","FUN_00462c62","64","fun","C0","","",""
"SC3U.exe","0x00462ca2","FUN_00462ca2","46","fun","C0","","",""
"SC3U.exe","0x00462cd0","FUN_00462cd0","64","fun","C0","","",""
"SC3U.exe","0x00462d10","FUN_00462d10","46","fun","C0","","",""
"SC3U.exe","0x00462d3e","FUN_00462d3e","64","fun","C0","","",""
"SC3U.exe","0x00462d7e","FUN_00462d7e","46","fun","C0","","",""
"SC3U.exe","0x00462dac","FUN_00462dac","64","fun","C0","","",""
"SC3U.exe","0x00462dec","FUN_00462dec","46","fun","C0","","",""
"SC3U.exe","0x00462e1a","FUN_00462e1a","64","fun","C0","","",""
"SC3U.exe","0x00462e5a","FUN_00462e5a","46","fun","C0","","",""
"SC3U.exe","0x00462e88","FUN_00462e88","64","fun","C0","","",""
"SC3U.exe","0x00462ec8","FUN_00462ec8","46","fun","C0","","",""
"SC3U.exe","0x00462ef6","FUN_00462ef6","64","fun","C0","","",""
"SC3U.exe","0x00462f76","FUN_00462f76","37","fun","C0","","",""
"SC3U.exe","0x00462f9b","FUN_00462f9b","32","fun","C0","","",""
"SC3U.exe","0x00462fbb","FUN_00462fbb","18","fun","C0","","",""
"SC3U.exe","0x00462fe8","FUN_00462fe8","164","fun","C0","","",""
"SC3U.exe","0x0046308c","FUN_0046308c","165","fun","C0","","",""
"SC3U.exe","0x00463131","FUN_00463131","31","fun","C0","","",""
"SC3U.exe","0x00463150","FUN_00463150","14","fun","C0","","",""
"SC3U.exe","0x0046315e","FUN_0046315e","11","fun","C0","","",""
"SC3U.exe","0x00463169","FUN_00463169","17","fun","C0","","",""
"SC3U.exe","0x0046317a","FUN_0046317a","36","fun","C0","","",""
"SC3U.exe","0x0046319e","FUN_0046319e","54","fun","C0","","",""
"SC3U.exe","0x004631d4","FUN_004631d4","13","fun","C0","","",""
"SC3U.exe","0x004631e1","FUN_004631e1","99","fun","C0","","",""
"SC3U.exe","0x00463286","FUN_00463286","51","fun","C0","","",""
"SC3U.exe","0x004632b9","FUN_004632b9","51","fun","C0","","",""
"SC3U.exe","0x00463332","FUN_00463332","101","fun","C0","","",""
"SC3U.exe","0x004633dd","FUN_004633dd","52","fun","C0","","",""
"SC3U.exe","0x00463411","FUN_00463411","52","fun","C0","","",""
"SC3U.exe","0x0046348b","FUN_0046348b","102","fun","C0","","",""
"SC3U.exe","0x004634f1","FUN_004634f1","27","fun","C0","","",""
"SC3U.exe","0x0046350c","FUN_0046350c","52","fun","C0","","",""
"SC3U.exe","0x00463540","FUN_00463540","52","fun","C0","","",""
"SC3U.exe","0x004635ba","FUN_004635ba","102","fun","C0","","",""
"SC3U.exe","0x00463662","FUN_00463662","52","fun","C0","","",""
"SC3U.exe","0x00463696","FUN_00463696","52","fun","C0","","",""
"SC3U.exe","0x00463710","FUN_00463710","102","fun","C0","","",""
"SC3U.exe","0x004637ca","FUN_004637ca","52","fun","C0","","",""
"SC3U.exe","0x004637fe","FUN_004637fe","52","fun","C0","","",""
"SC3U.exe","0x00463878","FUN_00463878","102","fun","C0","","",""
"SC3U.exe","0x00463920","FUN_00463920","52","fun","C0","","",""
"SC3U.exe","0x00463954","FUN_00463954","52","fun","C0","","",""
"SC3U.exe","0x004639ce","FUN_004639ce","141","fun","C0","","",""
"SC3U.exe","0x00463ac0","FUN_00463ac0","58","fun","C0","","",""
"SC3U.exe","0x00463afa","FUN_00463afa","58","fun","C0","","",""
"SC3U.exe","0x00463b7a","FUN_00463b7a","147","fun","C0","","",""
"SC3U.exe","0x00463c40","FUN_00463c40","111","fun","C0","","",""
"SC3U.exe","0x00463caf","FUN_00463caf","58","fun","C0","","",""
"SC3U.exe","0x00463ce9","FUN_00463ce9","58","fun","C0","","",""
"SC3U.exe","0x00463d69","FUN_00463d69","28","fun","C0","","",""
"SC3U.exe","0x00463d85","FUN_00463d85","27","fun","C0","","",""
"SC3U.exe","0x00463da0","FUN_00463da0","28","fun","C0","","",""
"SC3U.exe","0x00463dbc","FUN_00463dbc","27","fun","C0","","",""
"SC3U.exe","0x00463dd7","FUN_00463dd7","28","fun","C0","","",""
"SC3U.exe","0x00463df3","FUN_00463df3","28","fun","C0","","",""
"SC3U.exe","0x00463e0f","FUN_00463e0f","27","fun","C0","","",""
"SC3U.exe","0x00463e2a","FUN_00463e2a","28","fun","C0","","",""
"SC3U.exe","0x00463e46","FUN_00463e46","27","fun","C0","","",""
"SC3U.exe","0x00463e61","FUN_00463e61","28","fun","C0","","",""
"SC3U.exe","0x00463e7d","FUN_00463e7d","27","fun","C0","","",""
"SC3U.exe","0x00463e98","FUN_00463e98","28","fun","C0","","",""
"SC3U.exe","0x00463eb4","FUN_00463eb4","27","fun","C0","","",""
"SC3U.exe","0x00463ecf","FUN_00463ecf","28","fun","C0","","",""
"SC3U.exe","0x00463eeb","FUN_00463eeb","65","fun","C0","","",""
"SC3U.exe","0x00463f77","FUN_00463f77","54","fun","C0","","",""
"SC3U.exe","0x00463fad","FUN_00463fad","41","fun","C0","","",""
"SC3U.exe","0x00463fd6","FUN_00463fd6","12","fun","C0","","",""
"SC3U.exe","0x00463fe9","FUN_00463fe9","48","fun","C0","","",""
"SC3U.exe","0x00464019","FUN_00464019","139","fun","C0","","",""
"SC3U.exe","0x004640a4","FUN_004640a4","76","fun","C0","","",""
"SC3U.exe","0x004640f0","FUN_004640f0","18","fun","C0","","",""
"SC3U.exe","0x00464102","FUN_00464102","44","fun","C0","","",""
"SC3U.exe","0x0046412e","FUN_0046412e","79","fun","C0","","",""
"SC3U.exe","0x0046417d","FUN_0046417d","130","fun","C0","","",""
"SC3U.exe","0x004641ff","FUN_004641ff","34","fun","C0","","",""
"SC3U.exe","0x00464239","FUN_00464239","52","fun","C0","","",""
"SC3U.exe","0x004642b0","FUN_004642b0","184","fun","C0","","",""
"SC3U.exe","0x00464368","FUN_00464368","1557","fun","C0","","",""
"SC3U.exe","0x00464991","FUN_00464991","64","fun","C0","","",""
"SC3U.exe","0x004649d1","FUN_004649d1","59","fun","C0","","",""
"SC3U.exe","0x00464a0c","FUN_00464a0c","41","fun","C0","","",""
"SC3U.exe","0x00464a35","FUN_00464a35","21","fun","C0","","",""
"SC3U.exe","0x00464a4a","FUN_00464a4a","75","fun","C0","","",""
"SC3U.exe","0x00464a95","FUN_00464a95","205","fun","C0","","",""
"SC3U.exe","0x00464b62","FUN_00464b62","1","fun","C0","","",""
"SC3U.exe","0x00464bed","FUN_00464bed","46","fun","C0","","",""
"SC3U.exe","0x00464c1b","FUN_00464c1b","201","fun","C0","","",""
"SC3U.exe","0x00464ce4","FUN_00464ce4","558","fun","C0","","",""
"SC3U.exe","0x00464f12","FUN_00464f12","116","fun","C0","","",""
"SC3U.exe","0x00464fb9","FUN_00464fb9","1153","fun","C0","","",""
"SC3U.exe","0x004654a3","FUN_004654a3","45","fun","C0","","",""
"SC3U.exe","0x0046550e","FUN_0046550e","87","fun","C0","","",""
"SC3U.exe","0x00465565","FUN_00465565","32","fun","C0","","",""
"SC3U.exe","0x00465585","FUN_00465585","97","fun","C0","","",""
"SC3U.exe","0x004655e6","FUN_004655e6","135","fun","C0","","",""
"SC3U.exe","0x0046570f","FUN_0046570f","64","fun","C0","","",""
"SC3U.exe","0x0046574f","FUN_0046574f","48","fun","C0","","",""
"SC3U.exe","0x00465783","FUN_00465783","14","fun","C0","","",""
"SC3U.exe","0x00465791","FUN_00465791","47","fun","C0","","",""
"SC3U.exe","0x004657c0","FUN_004657c0","74","fun","C0","","",""
"SC3U.exe","0x0046580a","FUN_0046580a","76","fun","C0","","",""
"SC3U.exe","0x00465856","FUN_00465856","25","fun","C0","","",""
"SC3U.exe","0x0046586f","FUN_0046586f","63","fun","C0","","",""
"SC3U.exe","0x004658ae","FUN_004658ae","85","fun","C0","","",""
"SC3U.exe","0x00465903","FUN_00465903","60","fun","C0","","",""
"SC3U.exe","0x0046593f","FUN_0046593f","99","fun","C0","","",""
"SC3U.exe","0x004659a2","FUN_004659a2","87","fun","C0","","",""
"SC3U.exe","0x004659f9","Catch@004659f9","30","lib","lib","","",""
"SC3U.exe","0x00465a1e","FUN_00465a1e","296","fun","C0","","",""
"SC3U.exe","0x00465b46","Catch@00465b46","30","lib","lib","","",""
"SC3U.exe","0x00465b64","FUN_00465b64","395","fun","C0","","",""
"SC3U.exe","0x00465cef","Catch@00465cef","30","lib","lib","","",""
"SC3U.exe","0x00465d0d","FUN_00465d0d","74","fun","C0","","",""
"SC3U.exe","0x00465d57","FUN_00465d57","146","fun","C0","","",""
"SC3U.exe","0x00465de9","FUN_00465de9","95","fun","C0","","",""
"SC3U.exe","0x00465e48","FUN_00465e48","237","fun","C0","","",""
"SC3U.exe","0x00465f35","FUN_00465f35","55","fun","C0","","",""
"SC3U.exe","0x00465f6c","FUN_00465f6c","52","fun","C0","","",""
"SC3U.exe","0x00465fa0","FUN_00465fa0","31","fun","C0","","",""
"SC3U.exe","0x00465fbf","FUN_00465fbf","37","fun","C0","","",""
"SC3U.exe","0x00465fe4","FUN_00465fe4","31","fun","C0","","",""
"SC3U.exe","0x00466003","FUN_00466003","31","fun","C0","","",""
"SC3U.exe","0x0046606a","FUN_0046606a","41","fun","C0","","",""
"SC3U.exe","0x00466093","FUN_00466093","32","fun","C0","","",""
"SC3U.exe","0x004660b3","FUN_004660b3","36","fun","C0","","",""
"SC3U.exe","0x004660d7","FUN_004660d7","37","fun","C0","","",""
"SC3U.exe","0x004660fc","FUN_004660fc","18","fun","C0","","",""
"SC3U.exe","0x0046610e","FUN_0046610e","42","fun","C0","","",""
"SC3U.exe","0x0046619a","FUN_0046619a","95","fun","C0","","",""
"SC3U.exe","0x004661f9","FUN_004661f9","95","fun","C0","","",""
"SC3U.exe","0x00466258","FUN_00466258","95","fun","C0","","",""
"SC3U.exe","0x004662b7","FUN_004662b7","98","fun","C0","","",""
"SC3U.exe","0x00466319","FUN_00466319","98","fun","C0","","",""
